customer_id,snapshot_date,county,sector,employment_type,gender,age,kyc_level,relationship_length_months,salary_inflow_flag,product_type,loan_balance_kes,credit_limit_kes,utilization_ratio,interest_rate,loan_term_months,collateral_value_kes,loan_to_value,bureau_score,num_active_loans,num_closed_loans,days_past_due,missed_payments_6m,avg_daily_balance_30d_kes,inflow_30d_kes,outflow_30d_kes,digital_txn_count_30d,atm_withdrawals_30d,branch_visits_30d,collection_contacted_after_snapshot,chargeoff_indicator,days_to_next_payment,default_next_90d
C02100,2025-12-27,Nairobi,SME_Trade,Micro_Enterprise,F,32,Tier2,380,1,Overdraft,87617.76,237791.44,0.3272,0.2772,0,323158.92,0.2711,468.0,1,3,35,5,2603.98,16273.49,14924.39,17,3,1,0,0,154,1
C02105,2025-12-27,Nakuru,Construction,Micro_Enterprise,M,60,Tier2,320,0,Personal_Loan,283363.72,,,0.2133,12,224750.27,1.2608,595.6,3,1,0,1,5987.42,50274.53,56897.15,23,3,5,1,1,232,1
C02109,2025-12-27,Nairobi,SME_Services,Self_Employed,M,33,Tier1,416,0,Overdraft,188188.51,310774.59,0.6747,0.2539,0,91594.79,2.0546,571.2,1,0,2,1,42697.69,170126.24,184084.69,17,4,1,0,0,16,0
C02110,2025-12-27,Kiambu,SME_Trade,Self_Employed,F,33,Tier2,447,0,Overdraft,31179.81,141223.62,0.0713,0.2157,0,0.0,5.0,652.6,1,0,13,5,4738.87,32869.08,44022.59,20,2,1,0,0,20,0
C02112,2025-12-27,Machakos,Agribusiness,Self_Employed,F,51,Tier3,283,0,Personal_Loan,291881.19,,,0.1343,18,273685.5,1.0665,644.0,2,1,0,1,888.15,5795.05,5826.57,30,2,1,0,0,22,0
C02115,2025-12-27,Nairobi,SME_Services,Self_Employed,M,54,Tier3,479,1,Credit_Card,38983.69,332148.94,0.1084,0.2754,0,,,648.6,1,0,1,2,692.12,9542.23,7855.29,13,2,1,0,0,24,0
C02116,2025-12-27,Nairobi,Salaried,Permanent,F,30,Tier2,332,1,Personal_Loan,418910.55,,,0.2456,12,21640.02,5.0,596.5,2,1,1,0,37832.09,136216.04,173368.48,26,7,1,0,0,215,1
C02117,2025-12-27,Nairobi,Salaried,Contract,M,64,Tier2,350,1,Overdraft,194615.42,141023.97,1.2453,0.2175,0,62912.63,3.0934,714.2,1,1,0,1,9169.22,99841.63,143214.77,30,12,0,0,0,8,0
C02122,2025-12-27,Meru,Salaried,Permanent,F,63,Tier3,367,1,SME_Loan,1715949.68,,,0.14,24,433456.33,3.9588,566.4,3,1,19,6,3708.12,130953.94,120575.1,33,5,0,0,0,20,0
C02123,2025-12-27,Nakuru,Transport,Micro_Enterprise,F,47,Tier2,358,0,Personal_Loan,386797.66,,,0.1917,12,495187.21,0.7811,553.5,1,0,0,2,6230.34,30530.45,26542.41,16,4,1,0,0,9,0
C02124,2025-12-27,Meru,Salaried,Permanent,F,48,Tier2,395,1,Overdraft,32760.49,50000.0,0.0,0.2016,0,0.0,5.0,562.7,2,1,18,6,20026.78,109696.12,110314.69,33,7,3,0,0,7,0
C02126,2025-12-27,Nairobi,SME_Services,Self_Employed,F,32,Tier1,420,0,Overdraft,279573.92,182527.94,1.3818,0.1687,0,104944.17,2.664,651.0,1,0,1,6,4368.9,50235.82,55991.14,25,5,2,1,1,195,1
C02129,2025-12-27,Kisumu,Salaried,Contract,F,23,Tier1,335,1,SME_Loan,174138.34,,,0.283,24,724262.76,0.2404,640.3,1,0,0,3,25785.87,98715.31,112046.08,27,7,1,0,0,21,0
C02134,2025-12-27,Nairobi,Construction,Self_Employed,M,38,Tier1,468,1,Personal_Loan,396444.43,,,0.1528,12,300619.27,1.3188,571.5,1,0,19,4,25324.92,104063.58,119803.12,25,4,0,0,0,12,0
C02137,2025-12-27,Nakuru,SME_Trade,Self_Employed,M,45,Tier3,368,0,Overdraft,157901.87,136622.0,1.2887,0.1573,0,44722.97,3.5307,586.9,1,1,15,5,36286.61,163973.85,185830.04,30,3,2,1,0,16,0
C02138,2025-12-27,Nairobi,Transport,Self_Employed,M,22,Tier2,425,0,Personal_Loan,11480.18,,,0.2754,18,1001470.62,0.05,616.0,1,0,1,4,16576.93,45433.75,31789.98,14,5,2,0,0,9,0
C02143,2025-12-27,Nairobi,Construction,Self_Employed,M,64,Tier3,256,0,Credit_Card,190263.79,30000.0,1.8,0.264,0,,,658.6,1,1,3,0,23858.61,129746.72,93340.97,18,1,3,0,0,9,0
C02144,2025-12-27,Kiambu,SME_Trade,Micro_Enterprise,M,48,Tier1,285,0,Credit_Card,10288.79,94160.53,0.0,0.2713,0,,,633.5,1,1,0,0,5143.35,49317.23,48433.65,15,4,0,0,0,5,0
C02148,2025-12-27,Mombasa,Agribusiness,Self_Employed,F,63,Tier1,266,0,Personal_Loan,418411.24,,,0.192,24,0.0,5.0,623.6,2,0,4,5,4561.84,60263.8,52383.29,15,3,3,0,0,26,0
C02150,2025-12-27,Machakos,Salaried,Permanent,F,59,Tier2,440,1,Overdraft,191272.25,126126.43,1.3953,0.2664,0,57424.61,3.3308,593.4,2,0,11,1,16177.47,45364.03,38736.13,26,6,0,1,1,148,1
C02151,2025-12-27,Nakuru,Salaried,Permanent,F,35,Tier2,373,1,Overdraft,0.0,218270.16,0.0,0.2648,0,135067.21,0.05,568.2,1,0,1,1,14263.02,59191.64,58976.46,30,6,0,0,0,32,0
C02152,2025-12-27,Nairobi,Salaried,Permanent,M,35,Tier2,429,1,Personal_Loan,248009.52,,,0.2359,12,755753.87,0.3282,458.3,1,1,12,5,22458.72,63467.41,56638.0,19,7,2,0,0,12,0
C02158,2025-12-27,Nakuru,Salaried,Permanent,M,49,Tier2,457,1,SME_Loan,653463.88,,,0.1879,24,,,605.2,2,0,0,0,18415.95,110989.84,117779.39,26,5,0,0,0,10,0
C02159,2025-12-27,Uasin Gishu,Transport,Self_Employed,M,57,Tier2,379,0,Personal_Loan,104661.64,,,0.2105,18,762973.91,0.1372,705.9,1,0,1,2,5721.33,31356.31,27484.33,12,6,2,0,0,28,0
C02164,2025-12-27,Uasin Gishu,SME_Services,Micro_Enterprise,F,62,Tier3,330,0,Credit_Card,103495.85,334088.25,0.3352,0.1843,0,,,676.1,1,0,5,3,13816.98,98402.38,115435.61,22,1,1,0,0,29,0
C02174,2025-12-27,Nakuru,Salaried,Contract,M,55,Tier2,363,1,SME_Loan,402881.23,,,0.1941,48,,,594.4,1,1,0,0,9918.13,48943.24,18736.01,26,1,0,1,0,135,1
C02179,2025-12-27,Uasin Gishu,Construction,Self_Employed,F,49,Tier2,451,0,SME_Loan,894549.08,,,0.2041,12,621372.84,1.4396,429.8,3,1,25,5,15867.42,76741.62,68841.66,13,3,2,0,0,204,1
C02180,2025-12-27,Kakamega,Salaried,Permanent,M,41,Tier2,371,1,Personal_Loan,240980.41,,,0.1932,12,136823.28,1.7613,662.8,1,1,6,2,15371.91,287368.39,149980.02,28,3,4,0,0,21,0
C02183,2025-12-27,Kiambu,Agribusiness,Micro_Enterprise,M,48,Tier1,439,0,Overdraft,14027.49,232475.54,0.1122,0.2825,0,116672.25,0.1202,651.0,1,0,0,0,21680.29,165862.18,95337.43,16,2,0,0,0,11,0
C02185,2025-12-27,Nairobi,SME_Trade,Self_Employed,M,49,Tier1,435,0,Personal_Loan,334513.06,,,0.2303,12,242522.9,1.3793,658.6,1,0,0,2,18.71,188.21,196.1,24,4,0,0,0,27,0
C02186,2025-12-27,Kisumu,Salaried,Permanent,F,34,Tier2,348,1,Credit_Card,53469.18,125110.42,0.1125,0.2688,0,,,614.0,2,0,0,3,6621.25,40352.94,37706.08,15,6,2,0,0,14,0
C02187,2025-12-27,Nairobi,Transport,Self_Employed,F,34,Tier1,448,0,SME_Loan,494703.43,,,0.1937,36,457361.79,1.0816,633.4,3,0,0,1,12974.44,79637.27,81294.92,19,6,1,0,0,22,0
C02189,2025-12-27,Nairobi,Salaried,Permanent,M,41,Tier2,397,1,SME_Loan,38014.17,,,0.1907,48,545587.16,0.0697,592.4,2,0,12,2,24908.4,110638.23,104971.19,23,7,1,0,0,13,0
C02191,2025-12-27,Kakamega,SME_Services,Self_Employed,F,37,Tier2,404,1,Overdraft,92113.63,409675.29,0.2253,0.2309,0,163047.89,0.5649,548.2,1,1,13,0,11516.23,84396.11,98322.97,22,5,0,0,0,29,0
C02196,2025-12-27,Kiambu,Hospitality,Self_Employed,M,57,Tier3,418,0,SME_Loan,376831.46,,,0.1983,48,500205.84,0.7534,560.2,2,1,12,4,1146.18,17282.1,4858.69,30,2,1,0,0,14,0
C02199,2025-12-27,Kisumu,SME_Trade,Micro_Enterprise,M,46,Tier1,351,0,SME_Loan,716701.58,,,0.2475,36,763781.0,0.9384,605.7,2,0,11,2,8343.7,28367.51,11893.41,18,2,0,0,0,21,0
C02200,2025-12-27,Nakuru,Salaried,Permanent,F,28,Tier3,372,1,SME_Loan,314605.03,,,0.3005,36,554445.07,0.5674,542.7,2,1,3,3,6472.33,107838.76,102922.93,23,5,1,0,0,25,0
C02202,2025-12-27,Mombasa,Hospitality,Micro_Enterprise,M,21,Tier2,402,1,Credit_Card,66820.16,180309.33,0.3869,0.1831,0,,,650.8,1,0,11,5,14585.49,220985.23,176188.12,22,2,2,0,0,21,0
C02205,2025-12-27,Nyeri,Hospitality,Micro_Enterprise,F,41,Tier3,400,0,Personal_Loan,314806.89,,,0.2598,18,,,518.0,3,0,17,1,5992.56,97013.78,100997.31,17,2,0,0,0,6,0
C02206,2025-12-27,Nakuru,Other,Self_Employed,M,56,Tier1,404,0,Personal_Loan,477711.16,,,0.2512,12,605641.21,0.7888,603.9,1,0,17,3,27585.2,91597.39,101765.94,15,5,0,0,0,17,0
C02207,2025-12-27,Kiambu,Hospitality,Self_Employed,M,27,Tier2,471,0,SME_Loan,893423.17,,,0.1555,12,,,638.1,2,0,0,0,2733.82,17380.87,10570.93,17,4,3,1,0,29,0
C02208,2025-12-27,Machakos,SME_Services,Self_Employed,M,58,Tier3,370,0,Personal_Loan,489111.66,,,0.1572,12,272314.63,1.7961,621.9,3,0,0,2,10332.55,72991.93,71038.43,27,3,2,0,0,24,0
C02209,2025-12-27,Nairobi,SME_Trade,Self_Employed,F,31,Tier2,370,0,Personal_Loan,309288.19,,,0.2467,18,614582.77,0.5032,501.8,2,2,35,4,6924.84,53334.41,58788.18,13,3,1,0,0,33,0
C02213,2025-12-27,Nairobi,Other,Micro_Enterprise,M,48,Tier2,354,0,SME_Loan,699416.45,,,0.3115,36,181062.82,3.8628,662.5,5,1,23,4,4603.16,87547.21,77888.53,22,9,2,0,0,32,0
C02216,2025-12-27,Nairobi,Salaried,Permanent,F,38,Tier2,447,1,SME_Loan,874180.89,,,0.3004,36,504934.8,1.7313,655.5,2,1,48,6,12576.39,54892.93,68678.86,24,7,1,0,0,19,0
C02218,2025-12-27,Nairobi,Hospitality,Self_Employed,F,65,Tier2,396,0,Personal_Loan,373633.02,,,0.2802,36,676557.94,0.5523,620.4,3,0,0,1,10637.8,75054.58,74253.64,24,3,0,0,0,8,0
C02219,2025-12-27,Machakos,SME_Services,Self_Employed,F,33,Tier2,449,1,SME_Loan,490795.68,,,0.1564,36,,,563.4,3,1,2,2,7276.21,40658.83,29215.7,10,7,1,0,0,32,0
C02220,2025-12-27,Uasin Gishu,SME_Trade,Micro_Enterprise,F,29,Tier1,459,0,Personal_Loan,69912.79,,,0.1687,12,385807.84,0.1812,585.8,1,3,28,6,5815.83,24907.88,11724.82,15,2,0,0,0,20,0
C02223,2025-12-27,Mombasa,Hospitality,Self_Employed,M,22,Tier2,454,0,Personal_Loan,425200.11,,,0.2289,18,216457.27,1.9644,659.5,1,0,0,2,16545.81,110323.71,101784.02,26,2,3,0,0,6,0
C02227,2025-12-27,Nakuru,SME_Trade,Self_Employed,F,60,Tier2,439,0,Personal_Loan,457387.07,,,0.2258,24,,,656.3,2,1,0,1,10341.55,53434.66,41769.01,19,2,2,0,0,19,0
C02229,2025-12-27,Kisumu,SME_Trade,Self_Employed,M,34,Tier3,419,0,Personal_Loan,0.0,,,0.2604,36,791693.41,0.05,486.7,1,0,2,3,23577.08,93332.18,91593.37,24,6,2,0,0,24,0
C02230,2025-12-27,Kakamega,SME_Services,Self_Employed,M,65,Tier1,277,0,Personal_Loan,388037.2,,,0.2511,24,,,748.6,1,1,12,5,39223.47,203807.62,202446.62,16,5,1,0,0,28,0
C02232,2025-12-27,Kakamega,Salaried,Permanent,F,24,Tier2,460,1,Personal_Loan,340657.49,,,0.2314,18,1267119.23,0.2688,706.4,1,0,0,0,609.72,21305.26,20618.64,19,5,0,1,0,23,0
C02235,2025-12-27,Nairobi,Agribusiness,Self_Employed,F,47,Tier2,371,0,Credit_Card,77436.26,125644.08,0.5639,0.3545,0,,,629.2,1,1,0,1,4158.82,53679.6,31613.43,12,4,1,0,0,26,0
C02238,2025-12-27,Nairobi,Other,Micro_Enterprise,M,33,Tier2,447,1,Personal_Loan,104007.84,,,0.1114,24,840720.69,0.1237,696.7,1,1,1,1,96840.33,248616.29,250896.37,17,4,1,0,0,33,0
C02239,2025-12-27,Nairobi,Salaried,Permanent,M,42,Tier2,333,1,Overdraft,152699.45,267173.3,0.4404,0.2103,0,191106.8,0.799,610.4,1,1,0,0,2851.26,119984.31,45418.55,21,9,2,0,0,223,1
C02241,2025-12-27,Nyeri,SME_Services,Micro_Enterprise,M,31,Tier1,412,1,Personal_Loan,129663.21,,,0.2363,12,0.0,5.0,593.6,1,0,4,3,2813.58,232787.27,139897.33,14,8,0,0,0,25,0
C02245,2025-12-27,Kakamega,Transport,Self_Employed,F,52,Tier1,382,0,Personal_Loan,77913.45,,,0.1959,12,337947.31,0.2305,670.6,2,0,11,6,40495.04,177084.49,199875.62,20,2,1,0,0,24,0
C02248,2025-12-27,Nakuru,Agribusiness,Self_Employed,F,28,Tier2,387,0,Personal_Loan,538125.25,,,0.2253,18,890653.08,0.6042,662.7,1,0,0,1,3867.25,20968.81,15946.47,13,3,2,0,0,17,0
C02249,2025-12-27,Kiambu,SME_Services,Self_Employed,F,28,Tier3,439,0,Personal_Loan,664960.2,,,0.1732,36,645608.29,1.03,738.1,2,0,15,2,6637.66,87616.86,72288.21,16,1,1,0,0,15,0
C02250,2025-12-27,Nairobi,Construction,Micro_Enterprise,F,40,Tier2,442,0,Personal_Loan,3664.09,,,0.1629,24,46794.68,0.0783,650.4,1,4,12,2,1717.6,18628.93,18525.29,17,4,4,0,0,30,0
C02251,2025-12-27,Nakuru,Transport,Self_Employed,M,43,Tier1,470,0,SME_Loan,489535.35,,,0.2508,24,801087.07,0.6111,605.1,3,0,13,2,3470.91,22820.27,27614.49,14,4,0,0,0,9,0
C02253,2025-12-27,Nairobi,Construction,Self_Employed,M,31,Tier3,410,1,SME_Loan,705196.39,,,0.1389,36,709875.31,0.9934,755.8,1,1,4,6,432.32,76473.02,45979.2,27,5,0,0,0,27,0
C02256,2025-12-27,Kiambu,Salaried,Permanent,F,51,Tier2,455,1,SME_Loan,376976.75,,,0.1326,24,623664.42,0.6045,623.6,2,0,0,0,2956.17,21957.56,23553.94,19,10,1,0,0,11,0
C02257,2025-12-27,Nyeri,Transport,Micro_Enterprise,M,56,Tier3,374,0,Credit_Card,0.0,161619.42,0.0,0.1826,0,,,643.4,1,1,12,6,32429.74,112279.67,56831.51,14,3,2,0,0,17,0
C02258,2025-12-27,Meru,SME_Services,Self_Employed,F,50,Tier2,308,0,Overdraft,239782.85,313583.23,0.6408,0.1785,0,84158.16,2.8492,712.8,2,2,0,0,14556.53,183500.38,179901.42,11,3,1,0,0,27,0
C02259,2025-12-27,Uasin Gishu,Salaried,Permanent,F,21,Tier1,401,1,Personal_Loan,435594.17,,,0.2273,18,29005.66,5.0,608.4,2,2,0,1,0.0,56635.13,44297.04,33,8,2,0,0,27,0
C02261,2025-12-27,Uasin Gishu,SME_Services,Micro_Enterprise,F,22,Tier2,399,0,Personal_Loan,233171.71,,,0.2415,36,93841.25,2.4847,510.1,2,0,40,5,4252.29,18022.34,16223.59,16,5,2,0,0,218,1
C02263,2025-12-27,Nairobi,SME_Services,Micro_Enterprise,M,22,Tier2,401,0,Personal_Loan,360423.77,,,0.1823,18,706646.86,0.51,627.3,1,0,24,3,1071.61,20321.89,25148.47,15,4,1,0,0,8,0
C02264,2025-12-27,Kiambu,Salaried,Permanent,F,44,Tier1,269,1,Overdraft,90041.59,351626.8,0.2827,0.2465,0,282345.9,0.3189,633.6,2,0,0,0,5612.68,32758.17,32827.48,21,8,0,0,0,10,0
C02265,2025-12-27,Kiambu,Other,Self_Employed,M,25,Tier1,434,0,Credit_Card,52478.34,335972.62,0.0992,0.1763,0,,,555.6,2,0,0,1,1309.23,34253.66,26417.82,15,5,0,0,0,31,0
C02268,2025-12-27,Kiambu,SME_Trade,Self_Employed,F,53,Tier2,433,0,Personal_Loan,295989.89,,,0.2447,18,806851.48,0.3668,662.8,1,0,4,0,10378.31,42790.06,61242.68,27,3,1,0,0,13,0
C02269,2025-12-27,Mombasa,Salaried,Permanent,F,26,Tier2,408,1,Credit_Card,36228.42,182018.62,0.0874,0.2563,0,,,641.8,1,0,0,0,0.0,26253.55,28539.19,28,8,0,0,0,11,0
C02275,2025-12-27,Nairobi,Salaried,Contract,M,29,Tier3,387,1,Personal_Loan,126362.33,,,0.2119,18,,,731.7,1,0,0,0,3581.86,51289.72,38036.15,37,4,2,0,0,23,0
C02286,2025-12-27,Nyeri,Hospitality,Micro_Enterprise,F,58,Tier1,320,0,Personal_Loan,184669.36,,,0.1663,18,116320.07,1.5876,578.1,1,1,16,5,3689.01,108276.98,68971.75,13,2,3,0,0,19,0
C02288,2025-12-27,Meru,SME_Trade,Micro_Enterprise,M,57,Tier2,406,0,SME_Loan,841041.41,,,0.217,36,228438.17,3.6817,714.7,2,1,0,1,15743.51,99002.7,78063.45,17,2,0,0,0,16,0
C02289,2025-12-27,Nairobi,SME_Services,Micro_Enterprise,F,63,Tier3,376,0,Overdraft,174433.03,215657.13,0.8567,0.2201,0,147979.68,1.1788,712.5,1,0,25,2,2228.15,10715.58,12152.36,25,1,2,0,0,6,0
C02291,2025-12-27,Nyeri,Other,Micro_Enterprise,F,38,Tier1,434,0,SME_Loan,586744.16,,,0.216,12,0.0,5.0,670.7,2,2,32,3,0.0,12661.18,6022.42,13,4,1,0,0,13,0
C02293,2025-12-27,Kiambu,Agribusiness,Micro_Enterprise,F,31,Tier2,412,0,Overdraft,70311.05,101284.52,1.1029,0.2366,0,176044.95,0.3994,591.2,1,1,0,4,0.0,0.0,0.0,23,1,1,0,1,134,1
C02295,2025-12-27,Nakuru,SME_Services,Self_Employed,M,53,Tier3,328,1,SME_Loan,681455.19,,,0.1944,48,452268.02,1.5068,623.2,1,2,3,4,18188.99,52604.54,41166.33,25,4,4,0,1,187,1
C02299,2025-12-27,Nairobi,Salaried,Permanent,F,30,Tier2,342,1,SME_Loan,455392.99,,,0.1571,24,75415.21,5.0,744.8,2,0,7,5,3076.58,88313.79,85529.69,24,4,0,0,0,222,1
C02300,2025-12-27,Nairobi,Salaried,Permanent,M,61,Tier2,216,1,Personal_Loan,131649.23,,,0.2493,18,837418.48,0.1572,533.6,2,1,1,1,0.0,0.0,0.0,25,7,1,0,0,9,0
C02302,2025-12-27,Kiambu,Salaried,Permanent,M,27,Tier2,392,1,Overdraft,63750.07,126040.22,0.3122,0.2253,0,162028.49,0.3934,617.4,3,1,3,5,0.0,0.0,0.0,25,7,1,0,0,12,0
C02304,2025-12-27,Nairobi,SME_Trade,Micro_Enterprise,F,60,Tier1,434,1,Overdraft,104297.46,355435.65,0.3607,0.2931,0,292410.7,0.3567,661.4,1,1,9,3,6210.63,79467.13,75604.01,13,1,1,0,0,19,0
C02307,2025-12-27,Nairobi,Salaried,Permanent,F,35,Tier1,250,1,Personal_Loan,354448.1,,,0.1969,24,264531.52,1.3399,577.6,1,0,0,0,14196.68,125974.71,83470.1,19,6,2,0,0,25,0
C02309,2025-12-27,Meru,Hospitality,Self_Employed,F,34,Tier3,339,1,SME_Loan,912778.67,,,0.1421,24,615570.97,1.4828,431.3,3,0,40,4,2204.26,23235.25,18477.2,23,6,1,0,0,31,0
C02313,2025-12-27,Nairobi,Salaried,Contract,F,43,Tier3,445,1,Personal_Loan,493717.1,,,0.2121,12,834673.3,0.5915,537.8,1,1,0,2,16096.49,113553.6,138697.54,30,2,1,0,0,14,0
C02315,2025-12-27,Nairobi,Salaried,Permanent,F,31,Tier2,392,1,SME_Loan,204616.14,,,0.1287,36,156035.96,1.3113,708.0,2,1,0,1,2635.71,17342.39,12765.54,23,4,2,0,0,7,0
C02319,2025-12-27,Kakamega,SME_Trade,Self_Employed,M,59,Tier3,398,1,Personal_Loan,0.0,,,0.1784,12,159463.71,0.05,515.9,1,1,23,3,17583.98,93119.53,82456.96,21,9,4,0,0,14,0
C02321,2025-12-27,Kiambu,Other,Micro_Enterprise,F,25,Tier2,292,0,Overdraft,152611.45,233008.37,0.6336,0.2821,0,,,695.1,1,0,0,0,18439.94,92607.57,118318.29,28,4,1,0,0,19,0
C02323,2025-12-27,Nairobi,Construction,Self_Employed,F,36,Tier2,329,0,SME_Loan,534315.67,,,0.1749,12,573442.94,0.9318,640.4,2,0,11,3,2806.19,167054.1,210323.46,8,5,4,0,0,20,0
C02324,2025-12-27,Mombasa,Salaried,Permanent,F,50,Tier2,256,1,Credit_Card,543.73,125639.04,0.068,0.3871,0,,,690.7,1,1,0,0,4015.51,30102.56,25693.99,24,7,1,0,0,32,0
C02326,2025-12-27,Nyeri,Salaried,Permanent,F,58,Tier3,387,1,Personal_Loan,177513.69,,,0.2099,18,948302.11,0.1872,684.9,2,2,0,6,749.29,5466.78,3176.8,36,2,2,0,0,11,0
C02330,2025-12-27,Mombasa,Agribusiness,Self_Employed,F,27,Tier3,363,0,SME_Loan,1142080.15,,,0.2393,12,502038.53,2.2749,690.1,1,2,0,1,6208.28,99349.7,61370.47,23,7,3,0,0,21,0
C02331,2025-12-27,Nairobi,SME_Services,Micro_Enterprise,F,23,Tier3,444,0,SME_Loan,61301.93,,,0.313,48,487633.37,0.1257,545.5,2,0,15,3,36896.71,146055.12,138270.98,23,3,0,0,0,24,0
C02333,2025-12-27,Nairobi,Salaried,Permanent,M,33,Tier3,289,1,Personal_Loan,430044.56,,,0.1148,12,0.0,5.0,550.3,1,0,3,2,898.85,27448.62,39521.73,28,6,0,0,0,20,0
C02334,2025-12-27,Machakos,Agribusiness,Micro_Enterprise,F,58,Tier2,460,1,Personal_Loan,136145.98,,,0.3022,12,634736.79,0.2145,718.8,1,0,0,0,10313.64,54584.44,55073.14,33,3,1,0,0,19,0
C02337,2025-12-27,Nairobi,Agribusiness,Micro_Enterprise,M,41,Tier1,410,1,Overdraft,153718.28,145686.82,1.0085,0.2426,0,62034.77,2.4779,544.3,1,1,13,4,948.51,87341.47,56481.54,17,3,0,0,0,11,0
C02338,2025-12-27,Nyeri,SME_Services,Self_Employed,M,57,Tier3,338,0,Personal_Loan,335352.79,,,0.2347,24,439782.74,0.7625,560.4,2,0,27,3,1649.64,37000.26,28455.06,20,1,0,1,0,31,0
C02339,2025-12-27,Uasin Gishu,Construction,Micro_Enterprise,F,22,Tier2,340,1,Personal_Loan,445144.62,,,0.1499,12,705050.08,0.6314,603.0,2,1,4,2,17128.57,99877.62,122864.16,20,6,0,0,0,20,0
C02352,2025-12-27,Nyeri,Salaried,Contract,M,54,Tier2,350,1,Personal_Loan,517633.28,,,0.1945,12,779939.84,0.6637,530.2,1,0,9,2,0.0,0.0,0.0,18,6,0,0,0,23,0
C02357,2025-12-27,Machakos,Transport,Self_Employed,M,39,Tier1,310,1,Personal_Loan,119887.07,,,0.2566,24,482164.66,0.2486,501.7,1,2,1,3,1474.13,20149.72,18601.75,20,3,1,0,0,28,0
C02359,2025-12-27,Mombasa,SME_Trade,Micro_Enterprise,M,49,Tier2,423,0,Personal_Loan,530559.79,,,0.1949,12,361309.38,1.4684,626.4,2,1,0,3,10540.88,51842.31,63039.28,18,9,0,0,0,20,0
C02360,2025-12-27,Kakamega,Salaried,Contract,M,30,Tier3,368,1,Personal_Loan,136600.64,,,0.21,12,342226.56,0.3992,708.9,2,3,0,0,659.31,8653.87,9557.78,36,7,0,0,0,8,0
C02362,2025-12-27,Machakos,SME_Trade,Self_Employed,M,54,Tier3,398,1,SME_Loan,321399.74,,,0.2393,24,328355.58,0.9788,616.2,1,1,33,2,6279.96,55065.78,33129.3,24,3,1,0,0,125,1
C02368,2025-12-27,Kiambu,Salaried,Permanent,M,28,Tier1,378,1,SME_Loan,683167.61,,,0.197,12,755639.39,0.9041,563.4,2,0,2,4,10087.42,59753.55,37411.95,29,7,0,0,0,23,0
C02370,2025-12-27,Meru,SME_Services,Self_Employed,M,28,Tier2,348,1,Overdraft,151154.21,425981.02,0.3458,0.2628,0,230204.74,0.6566,594.2,1,1,21,5,421.53,54084.66,50458.58,20,2,3,1,0,239,1
C02375,2025-12-27,Kisumu,Hospitality,Micro_Enterprise,M,52,Tier2,375,0,SME_Loan,837255.2,,,0.1883,12,0.0,5.0,611.6,2,0,0,0,10823.23,167729.27,180551.53,23,3,3,0,0,29,0
C02378,2025-12-27,Kakamega,Salaried,Permanent,M,27,Tier2,408,1,Personal_Loan,214845.64,,,0.2591,12,164860.37,1.3032,604.7,2,2,1,5,2083.85,8335.1,6060.85,26,6,1,1,0,34,0
C02379,2025-12-27,Nairobi,Salaried,Permanent,M,65,Tier3,356,1,Personal_Loan,0.0,,,0.2607,36,0.0,0.05,535.4,1,0,38,5,11904.51,110738.99,86391.02,36,3,1,0,0,22,0
C02382,2025-12-27,Kiambu,Salaried,Permanent,M,41,Tier1,466,1,Personal_Loan,470547.09,,,0.2693,24,81489.27,5.0,611.7,3,0,9,5,2917.87,22546.54,18634.29,25,3,1,0,0,12,0
C02385,2025-12-27,Nairobi,Transport,Self_Employed,M,29,Tier3,430,0,Personal_Loan,194146.71,,,0.2757,12,594368.41,0.3266,479.3,2,2,35,5,13500.34,71907.22,82905.12,17,1,0,0,0,29,0
C02388,2025-12-27,Nyeri,Construction,Self_Employed,M,64,Tier3,397,0,Credit_Card,39102.09,229887.03,0.0566,0.2765,0,,,718.3,2,0,0,0,27557.71,98626.49,108317.68,21,5,1,0,0,34,0
C02389,2025-12-27,Nakuru,SME_Trade,Self_Employed,M,64,Tier2,454,0,Personal_Loan,121177.35,,,0.2612,24,217820.5,0.5563,609.7,3,2,0,0,13443.68,45785.58,32228.75,24,1,0,0,0,25,0
C02392,2025-12-27,Kakamega,Salaried,Permanent,M,29,Tier2,412,1,Personal_Loan,345718.83,,,0.1788,36,410890.31,0.8414,527.6,1,4,2,2,9287.99,99165.31,81437.96,31,6,0,0,0,14,0
C02393,2025-12-27,Mombasa,Agribusiness,Micro_Enterprise,F,48,Tier3,405,1,Overdraft,0.0,50000.0,0.0,0.1583,0,172076.2,0.05,626.6,1,1,8,4,5847.52,112912.57,120979.59,13,3,1,0,0,33,0
C02396,2025-12-27,Nairobi,Agribusiness,Micro_Enterprise,F,50,Tier2,328,0,Personal_Loan,449822.97,,,0.1817,18,495402.1,0.908,644.4,1,1,0,0,23578.08,84175.76,40190.29,16,5,1,0,0,10,0
C02399,2025-12-27,Mombasa,Salaried,Contract,F,32,Tier3,394,1,Personal_Loan,319987.44,,,0.2977,24,419883.0,0.7621,722.3,1,2,19,3,1486.49,5463.2,5939.94,24,7,1,0,0,23,0
C02400,2025-12-27,Kiambu,Agribusiness,Micro_Enterprise,F,54,Tier3,316,0,Credit_Card,6598.16,298312.99,0.0,0.3409,0,,,572.9,2,0,16,1,4041.31,23221.26,24804.08,25,4,2,1,0,221,1
